"time","x","y"
1366068968000,-123.36864168,44.5295885
1366068970000,-123.36850086,44.52987966
1366068972000,-123.36835275,44.5301667
1366068974000,-123.36821015,44.5304506
1366068976000,-123.36813521,44.53074289
1366068978000,-123.36809417,44.5310493
1366068980000,-123.36808307,44.53135268
1366068982000,-123.36807709,44.53166551
1366068984000,-123.36806277,44.53196998
1366068986000,-123.3680463,44.53227926
1366068988000,-123.36803965,44.53259274
1366068990000,-123.36804211,44.53291313
1366068992000,-123.36801791,44.53322385
1366068994000,-123.36799434,44.53352872
1366068996000,-123.36798858,44.53383712
1366068998000,-123.36796247,44.5341586
1.366069e+12,-123.36795658,44.53448844
1366069002000,-123.36795352,44.53482638
1366069004000,-123.36793744,44.5351432
1366069006000,-123.36793308,44.53543689
1366069008000,-123.36794899,44.53572842
1366069010000,-123.36794201,44.53604456
1366069012000,-123.3679144,44.53635445
1366069014000,-123.36789605,44.53665071
1366069017000,-123.36789202,44.53706667
1366069019000,-123.36790227,44.5373534
1366069022000,-123.36791436,44.5377419
1366069025000,-123.36792139,44.53806974
1366069028000,-123.367915,44.5383973
1366069032000,-123.36787962,44.53868981
1366069059000,-123.3678659,44.5390235
1366069063000,-123.3678325,44.53929856
1366069067000,-123.36783567,44.53961652
1366069072000,-123.36780379,44.5399079
1366069077000,-123.36782765,44.54022154
1366069081000,-123.3678069,44.54055044
1366069084000,-123.36775867,44.54082702
1366069088000,-123.36769652,44.5411808
1366069092000,-123.36770418,44.54150015
1366069096000,-123.36773166,44.54183987
1366069101000,-123.36774199,44.54213937
1366069108000,-123.3681235,44.54227766
1366069112000,-123.36856158,44.5422959
1366069117000,-123.36896913,44.54231307
1366069126000,-123.36936627,44.5423194
1366069130000,-123.36978548,44.54234806
1366069134000,-123.37020903,44.54234748
1366069138000,-123.37065816,44.54234615
1366069142000,-123.37108325,44.54235983
1366069147000,-123.37146003,44.54237851
1366069151000,-123.37183894,44.54239259
1366069154000,-123.37223681,44.54240624
1366069157000,-123.37262286,44.54242518
1366069160000,-123.37303438,44.5424402
1366069164000,-123.37351583,44.54245531
1366069172000,-123.37383987,44.54227731
1366069175000,-123.37383196,44.54195434
1366069178000,-123.37383654,44.5416236
1366069184000,-123.37384348,44.5413155
1366069188000,-123.37387057,44.54098763
1366069191000,-123.37389542,44.54063022
1366069197000,-123.37390416,44.54036024
1366069203000,-123.37393021,44.54002603
1366069206000,-123.37396232,44.53973402
1366069209000,-123.37397401,44.53944478
1366069217000,-123.37374496,44.53919767
1366069220000,-123.37329827,44.53918978
1366069223000,-123.37275801,44.53914873
1366069225000,-123.37237788,44.53916578
1366069228000,-123.37181974,44.53916483
1366069231000,-123.37129244,44.53915226
1366069234000,-123.37076351,44.53913647
1366069237000,-123.37022045,44.53912019
1366069240000,-123.36967466,44.53910229
1366069243000,-123.36913869,44.5390945
1366069246000,-123.36864067,44.53908554
1366069251000,-123.36820487,44.53909592
1366069264000,-123.36781846,44.53910652
1366069268000,-123.36729566,44.539101
1366069271000,-123.36681229,44.53908135
1366069274000,-123.36633677,44.53907648
1366069277000,-123.36586587,44.53909134
1366069280000,-123.36543583,44.53918949
1366069283000,-123.36507294,44.53938391
1366069286000,-123.36484442,44.53965598
1366069289000,-123.36453922,44.53989085
1366069292000,-123.36407934,44.5400364
1366069295000,-123.36354648,44.54002754
1366069298000,-123.36299412,44.54000902
1366069301000,-123.36244989,44.53999501
1366069304000,-123.36192411,44.53996992
1366069307000,-123.36140626,44.53996283
1366069310000,-123.36089448,44.53995435
1366069313000,-123.3604195,44.53995083
1366069316000,-123.35993781,44.53993368
1366069319000,-123.35945167,44.5399286
1366069322000,-123.35896432,44.53992065
1366069325000,-123.35844079,44.53991354
1366069327000,-123.3580599,44.53991998
1366069329000,-123.3576619,44.53994369
1366069331000,-123.35726352,44.53997553
1366069333000,-123.35683844,44.54001482
1366069335000,-123.35641025,44.54007779
1366069337000,-123.35601564,44.54013913
1366069339000,-123.35559222,44.54020833
1366069341000,-123.35516143,44.54027658
1366069343000,-123.35472893,44.54036935
1366069345000,-123.3542955,44.54044764
1366069347000,-123.35387838,44.54052771
1366069349000,-123.35345842,44.54060082
1366069351000,-123.35302709,44.54067578
1366069353000,-123.35260504,44.5407514
1366069355000,-123.35216942,44.54082992
1366069357000,-123.35174408,44.540909
1366069359000,-123.35131936,44.54098493
1366069361000,-123.35089852,44.54106325
1366069363000,-123.35046616,44.54113647
1366069365000,-123.35003257,44.541214
1366069367000,-123.34959196,44.54129491
1366069369000,-123.34914326,44.54136874
1366069371000,-123.3486948,44.54145045
1366069373000,-123.34825091,44.54153397
1366069375000,-123.34780619,44.54161201
1366069377000,-123.34737654,44.54169485
1366069379000,-123.34693627,44.54177226
1366069381000,-123.3465053,44.54184768
1366069383000,-123.34605872,44.54193055
1366069385000,-123.34560894,44.54200864
1366069387000,-123.34515577,44.54207941
1366069389000,-123.34469986,44.54215613
1366069391000,-123.34425035,44.54223638
1366069393000,-123.34379305,44.54232516
1366069395000,-123.34332858,44.54241009
1366069397000,-123.34286511,44.54248899
1366069399000,-123.34240605,44.54258027
1366069401000,-123.34191071,44.54265805
1366069403000,-123.34144605,44.54273822
1366069405000,-123.34097164,44.54281773
1366069407000,-123.34049089,44.54291136
1366069409000,-123.34001549,44.54299275
1366069411000,-123.33954619,44.54306487
1366069413000,-123.33907374,44.54313308
1366069415000,-123.33862872,44.54320893
1366069417000,-123.3381779,44.54329137
1366069419000,-123.33772016,44.54337602
1366069421000,-123.33727489,44.54344441
1366069423000,-123.33682816,44.54350219
1366069425000,-123.33638509,44.54358552
1366069427000,-123.33593829,44.54367072
1366069429000,-123.33546824,44.54376649
1366069431000,-123.33497755,44.54385456
1366069433000,-123.33448343,44.54396112
1366069435000,-123.33397749,44.5440744
1366069437000,-123.33345742,44.54420844
1366069439000,-123.33292713,44.54436008
1366069441000,-123.33239796,44.54451878
1366069443000,-123.33186398,44.5446863
1366069445000,-123.33134261,44.54485311
1366069447000,-123.33082993,44.54504215
1366069449000,-123.33032629,44.54519326
1366069451000,-123.32982344,44.5453518
1366069453000,-123.3293095,44.5454894
1366069455000,-123.32881378,44.54564453
1366069457000,-123.32829921,44.54578852
1366069459000,-123.3277828,44.54594657
1366069461000,-123.32727762,44.54610511
1366069463000,-123.32676085,44.5462653
1366069465000,-123.32627765,44.54643078
1366069467000,-123.32576999,44.546576
1366069469000,-123.32528599,44.54674234
1366069471000,-123.32478965,44.54691086
1366069473000,-123.32427832,44.54705935
1366069475000,-123.32378277,44.54721833
1366069477000,-123.32329791,44.54736043
1366069479000,-123.32280469,44.54751419
1366069481000,-123.32229631,44.54766825
1366069483000,-123.32179702,44.54780808
1366069485000,-123.32131495,44.54794972
1366069487000,-123.32086643,44.54807246
1366069489000,-123.32040346,44.54822164
1366069491000,-123.31993765,44.54839123
1366069493000,-123.31949408,44.54851594
1366069495000,-123.31899274,44.548659
1366069497000,-123.31853074,44.54880099
1366069499000,-123.31804481,44.54893515
1366069501000,-123.31758997,44.54910401
1366069503000,-123.31710916,44.5492607
1366069505000,-123.31663671,44.54940898
1366069507000,-123.31611987,44.54955905
1366069509000,-123.31563779,44.54970864
1366069511000,-123.31515491,44.54985207
1366069513000,-123.314689,44.54999476
1366069515000,-123.31421445,44.55015187
1366069517000,-123.31372962,44.5502831
1366069519000,-123.31330758,44.55041177
1366069521000,-123.31292017,44.55052758
1366069524000,-123.31251354,44.55066436
1366069585000,-123.31208603,44.55077669
1366069588000,-123.31161638,44.55094352
1366069590000,-123.3112482,44.55105947
1366069592000,-123.31086419,44.55119654
1366069594000,-123.31046132,44.5513475
1366069596000,-123.31005278,44.55148959
1366069598000,-123.30961361,44.55159178
1366069600000,-123.30920571,44.55172635
1366069602000,-123.30874104,44.55184633
1366069604000,-123.30829359,44.55198769
1366069606000,-123.30787319,44.5520999
1366069608000,-123.3074458,44.5522332
1366069610000,-123.30706032,44.55234182
1366069612000,-123.30672195,44.55247608
1366069614000,-123.30631133,44.55258632
1366069616000,-123.30591744,44.55270406
1366069618000,-123.30552757,44.55283411
1366069620000,-123.3051465,44.55296585
1366069622000,-123.30474396,44.55309861
1366069624000,-123.30434769,44.55324569
1366069626000,-123.30394705,44.55338725
1366069628000,-123.30354834,44.55350028
1366069630000,-123.30313005,44.55361894
1366069632000,-123.30266868,44.55374065
1366069634000,-123.30221645,44.55388066
1366069636000,-123.30173418,44.55401417
1366069638000,-123.30124558,44.55413817
1366069640000,-123.30079325,44.55427585
1366069642000,-123.30029551,44.55437196
1366069644000,-123.2997996,44.55448399
1366069646000,-123.29932269,44.55452997
1366069648000,-123.29879777,44.55454446
1366069650000,-123.29830041,44.55457205
1366069652000,-123.29779975,44.55457596
1366069654000,-123.29729846,44.55460096
1366069656000,-123.29679836,44.55459604
1366069658000,-123.29626802,44.55456638
1366069660000,-123.29575394,44.55454353
1366069662000,-123.2952318,44.55451849
1366069664000,-123.29473383,44.55452178
1366069666000,-123.29423418,44.55451254
1366069668000,-123.29371862,44.55453089
1366069670000,-123.29321517,44.55453169
1366069672000,-123.29275561,44.55451971
1366069674000,-123.29231079,44.55451182
1366069676000,-123.29187739,44.55450104
1366069678000,-123.29145284,44.55450805
1366069680000,-123.29105513,44.55449366
1366069683000,-123.29059146,44.55449023
1366069687000,-123.29019322,44.55448379
1366069692000,-123.28978738,44.55447773
1366069696000,-123.28929609,44.55448625
1366069699000,-123.28874549,44.55450926
1366069701000,-123.28834391,44.55450056
1366069703000,-123.28790724,44.55449707
1366069705000,-123.28741355,44.55450849
1366069707000,-123.28693096,44.5545087
1366069709000,-123.28646726,44.55452037
1366069711000,-123.2860079,44.5545304
1366069713000,-123.28554007,44.5545346
1366069715000,-123.28508315,44.55454316
1366069717000,-123.28462741,44.55455558
1366069719000,-123.28417334,44.5545515
1366069721000,-123.28374206,44.55455117
1366069723000,-123.28333752,44.55453237
1366069726000,-123.28278619,44.55453389
1366069729000,-123.28236548,44.55452196
1366069733000,-123.28188959,44.55453161
1366069737000,-123.28146483,44.55453568
1366069740000,-123.28109348,44.55459914
1366069743000,-123.28066717,44.55469201
1366069746000,-123.28020148,44.5548682
1366069749000,-123.27971168,44.55503849
1366069751000,-123.2793803,44.55518461
1366069754000,-123.27896031,44.55543667
1366069756000,-123.27862816,44.55556901
1366069759000,-123.27821949,44.55573975
1366069762000,-123.27783296,44.55592006
1366069765000,-123.27745719,44.55609727
1366069768000,-123.27714064,44.55625404
1366069772000,-123.2767167,44.55644134
1366069775000,-123.27634067,44.55656543
1366069778000,-123.27596722,44.55669426
1366069781000,-123.27549069,44.55678284
1366069784000,-123.27496926,44.55689358
1366069786000,-123.27458313,44.5569124
1366069788000,-123.27419125,44.55689802
1366069790000,-123.27377744,44.5568866
1366069792000,-123.2733415,44.55686836
1366069794000,-123.27290315,44.55682259
1366069796000,-123.27243825,44.55675093
1366069798000,-123.2720012,44.55668193
1366069800000,-123.27155253,44.55660638
1366069802000,-123.27110968,44.55655408
1366069804000,-123.27065104,44.55648773
1366069806000,-123.27018728,44.55641826
1366069808000,-123.26972832,44.55634392
1366069810000,-123.26928058,44.55627108
1366069811000,-123.26906268,44.55623613
1366069812000,-123.26882152,44.55624357
1366069813000,-123.26860188,44.55623933
1366069814000,-123.26834039,44.55622165
1366069815000,-123.26811121,44.5562004
1366069816000,-123.26788139,44.55618992
1366069817000,-123.26767505,44.55619525
1366069818000,-123.26745099,44.55621678
1366069819000,-123.26722733,44.55625385
1366069820000,-123.26699088,44.5562802
1366069821000,-123.26677956,44.55633282
1366069822000,-123.26654448,44.55639357
1366069823000,-123.26631436,44.55645412
1366069824000,-123.26606874,44.55652551
1366069825000,-123.26583708,44.55660041
1366069826000,-123.26558672,44.55669278
1366069827000,-123.26534835,44.55678462
1366069828000,-123.26510338,44.55687513
1366069829000,-123.26486778,44.55696448
1366069830000,-123.26462215,44.55704933
1366069831000,-123.26437856,44.55713732
1366069832000,-123.26413268,44.55721805
1366069833000,-123.26388708,44.55730522
1366069834000,-123.26362142,44.55739124
1366069836000,-123.26309051,44.55753223
1366069838000,-123.26252542,44.55763486
1366069840000,-123.26195273,44.55772093
1366069842000,-123.26139849,44.55781796
1366069844000,-123.26085362,44.55789672
1366069846000,-123.26032307,44.55798129
1366069848000,-123.25980237,44.55806619
1366069850000,-123.25928996,44.55815663
1366069851000,-123.25903973,44.55821426
1366069852000,-123.2587808,44.55828566
1366069853000,-123.2585309,44.55835269
1366069854000,-123.25827879,44.55842939
1366069855000,-123.25802216,44.55851736
1366069856000,-123.25776741,44.55860888
1366069857000,-123.2575384,44.55870622
1366069858000,-123.25731551,44.55882039
1366069859000,-123.25711364,44.55896099
1366069860000,-123.25693392,44.55911406
1366069861000,-123.2567741,44.55926982
1366069862000,-123.25662538,44.55943741
1366069863000,-123.25648197,44.55960931
1366069864000,-123.25633859,44.55978067
1366069865000,-123.25618547,44.55994987
1366069866000,-123.25603755,44.56012754
1366069867000,-123.25591114,44.56029996
1366069868000,-123.25578258,44.56046913
1366069869000,-123.25564317,44.56063656
1366069870000,-123.25547978,44.56081952
1366069871000,-123.25535444,44.56098902
1366069872000,-123.2552067,44.56116703
1366069873000,-123.25505769,44.56132321
1366069874000,-123.25491742,44.56147616
1366069875000,-123.2547614,44.56163734
1366069876000,-123.25461235,44.56179536
1366069877000,-123.25447106,44.56194753
1366069878000,-123.25432341,44.56210449
1366069879000,-123.25418716,44.56224661
1366069880000,-123.25404152,44.56239059
1366069881000,-123.25390358,44.56253388
1366069882000,-123.25376721,44.56268813
1366069883000,-123.25363454,44.56284177
1366069884000,-123.25349972,44.56299846
1366069885000,-123.25337634,44.56313844
1366069886000,-123.25326474,44.56329604
1366069887000,-123.25316373,44.56343593
1366069888000,-123.25306593,44.56358197
1366069889000,-123.25296928,44.56371839
1366069890000,-123.25287633,44.56383955
1366069891000,-123.2527811,44.56396021
1366069892000,-123.2527006,44.56409962
1366069894000,-123.25251666,44.5642821
1366069895000,-123.252464,44.56436555
1366069898000,-123.2523231,44.56453533
1366069915000,-123.25225519,44.5645614
1366069929000,-123.25228097,44.56463903
1366069931000,-123.2524103,44.56476912
1366069933000,-123.25265286,44.56484287
1366069934000,-123.25280326,44.5648831
1366069936000,-123.253176,44.56495496
1366069938000,-123.25360282,44.56504142
1366069940000,-123.25401679,44.56515583
1366069942000,-123.25443631,44.56532004
1366069944000,-123.25480816,44.56548473
1366069946000,-123.25519484,44.56566755
1366069948000,-123.25551553,44.56583166
1366069951000,-123.25596529,44.56603905
1366069954000,-123.25639336,44.56622896
1366069955000,-123.25652885,44.56629939
1366069957000,-123.25678678,44.56643649
1366069958000,-123.2569142,44.56649582
1366069960000,-123.25715173,44.56660402
1366069961000,-123.25726289,44.566648
1366069964000,-123.25752143,44.56675673
1366069966000,-123.25760653,44.56680001
1366069971000,-123.25767378,44.56679999
1366069980000,-123.25787237,44.56687549
1366069983000,-123.25801719,44.56693186
1366069986000,-123.25822182,44.56700321
1366069988000,-123.25837141,44.56703318
1366069991000,-123.25860196,44.56707244
1366069993000,-123.25878758,44.56710355
1366069994000,-123.25887093,44.56712097
1366069996000,-123.25904221,44.56717036
1366069998000,-123.25922649,44.56721374
1.36607e+12,-123.25940227,44.56725654
1366070002000,-123.25958777,44.56731148
1366070004000,-123.25976646,44.56736335
1366070007000,-123.26003077,44.56743253
1366070008000,-123.26012839,44.56745472
1366070011000,-123.26038022,44.56751068
1366070014000,-123.26055354,44.56742884
1366070016000,-123.26063004,44.56728882
1366070018000,-123.26068524,44.56711308
1366070020000,-123.26074998,44.56695316
1366070022000,-123.2608089,44.56678942
1366070024000,-123.26089009,44.56659957
1366070025000,-123.26093937,44.56650242
1366070027000,-123.26102979,44.56631785
1366070028000,-123.26107432,44.56621301
1366070030000,-123.26117094,44.56601462
1366070031000,-123.26120647,44.5659277
1366070033000,-123.26127949,44.56572113
1366070034000,-123.26134965,44.565611
1366070035000,-123.26140875,44.56550587
1366070037000,-123.26153761,44.56528539
1366070038000,-123.2615853,44.56518097
1366070040000,-123.26170963,44.56499887
1366070041000,-123.26177122,44.56490562
1366070043000,-123.26189227,44.56471824
1366070044000,-123.26193688,44.56462046
1366070046000,-123.26203489,44.56443367
1366070047000,-123.2620959,44.56432723
1366070049000,-123.26224802,44.56409988
1366070050000,-123.26222823,44.56401989
1366070051000,-123.26222969,44.56394001
1366070053000,-123.26235411,44.56373793
1366070054000,-123.26240754,44.56363945
1366070057000,-123.26253763,44.56341107
1366070058000,-123.26260672,44.5633341
1366070060000,-123.26270288,44.56315453
1366070061000,-123.26274507,44.56306436
1366070064000,-123.26287169,44.56281372
1366070065000,-123.26293765,44.56273657
1366070067000,-123.2630292,44.56252632
1366070068000,-123.26310572,44.56240685
1366070070000,-123.26322777,44.56217996
1366070071000,-123.26326892,44.56206816
1366070073000,-123.26338999,44.56184057
1366070074000,-123.26344102,44.56173574
1366070076000,-123.2635509,44.56152058
1366070079000,-123.26372206,44.56116824
1366070082000,-123.26387451,44.56086544
1366070085000,-123.26401468,44.56056363
1366070088000,-123.26418536,44.56026245
1366070091000,-123.26433945,44.55997664
1366070092000,-123.2643915,44.55987913
1366070094000,-123.26446575,44.55970194
1366070095000,-123.26451613,44.55958902
1366070097000,-123.26459456,44.55937425
1366070098000,-123.26461077,44.55926399
1366070100000,-123.26473225,44.55909383
1366070101000,-123.26478695,44.55898226
1366070103000,-123.26492466,44.5587611
1366070104000,-123.26497928,44.55865923
1366070106000,-123.26509293,44.55842729
1366070107000,-123.26514855,44.55831671
1366070109000,-123.26525712,44.55809135
1366070110000,-123.26531496,44.55798363
1366070112000,-123.26543232,44.55779935
1366070113000,-123.26549013,44.55770322
1366070115000,-123.26558955,44.55749812
1366070116000,-123.26565084,44.55737409
1366070118000,-123.26575958,44.55717786
1366070119000,-123.26581655,44.55705329
1366070120000,-123.26585019,44.55690699
1366070122000,-123.26593923,44.55666239
1366070123000,-123.26597135,44.55657634
1366070125000,-123.2659601,44.55632352
1366070126000,-123.26592714,44.5561932
1366070128000,-123.26582439,44.55597695
1366070129000,-123.26572437,44.55584709
1366070130000,-123.26563835,44.55571634
1366070132000,-123.26541291,44.55553334
1366070135000,-123.26510286,44.55524448
1366070138000,-123.26490101,44.55490589
1366070141000,-123.26489186,44.55455867
1366070144000,-123.26493487,44.55421581
1366070147000,-123.26497802,44.55394571
1366070151000,-123.26498909,44.55366594
1366070155000,-123.26505023,44.55331664
1366070156000,-123.2650603,44.55321268
1366070158000,-123.26509157,44.55301434
1366070159000,-123.26510354,44.55290039
1366070161000,-123.26512899,44.55267696
1366070162000,-123.26515485,44.55256558
1366070164000,-123.26518503,44.55234615
1366070165000,-123.26518099,44.55223245
1366070167000,-123.26519534,44.55199671
1366070168000,-123.26520451,44.55187375
1366070170000,-123.2652246,44.55161241
1366070171000,-123.2652252,44.55150293
1366070172000,-123.26522555,44.55136002
1366070173000,-123.26523907,44.55123375
1366070174000,-123.26525674,44.55109084
1366070175000,-123.26527545,44.5509604
1366070177000,-123.26531051,44.55068985
1366070180000,-123.26534583,44.55030138
1366070183000,-123.26537778,44.55000365
1366070188000,-123.26497946,44.5498342
1366070192000,-123.26450003,44.54982978
1366070195000,-123.26414419,44.54980376
